# SYNTHETIC — generated by tools/make_bench_capture.py, NOT measured. Do not report as collected data.
# terrabyte dataset logger, NOT production firmware; node=pot-03 logger=dataset-logger-0.1.0-BENCH-ONLY interval_ms=60000
# validity bits: 1=air_t 2=rh 4=ppfd 8=soil_t 16=soil_moist 32=lux
# generator_seed=20276652 days=45 drying_scale=1.160 absorption_per_ml=0.456 thirst_threshold=23.0
captured_at_utc,sequence,uptime_ms,air_temperature_c,relative_humidity_pct,ppfd_umol_m2_s,illuminance_lux,soil_temperature_c,soil_moisture_pct,soil_moisture_raw_adc,validity,event,event_ml
2026-06-30T10:31:00Z,31,1924216,24.78,50.17,,11044.25,23.02,47.34,459,59,,
2026-06-30T10:32:00Z,32,1984219,25.14,52.13,,9389.81,23.00,47.33,459,59,,
2026-06-30T10:33:00Z,33,2044216,25.09,52.58,,11041.23,23.04,47.32,459,59,,
2026-06-30T10:34:00Z,34,2104217,25.41,48.81,,10103.57,23.16,47.30,459,59,,
2026-06-30T10:35:00Z,35,2164215,25.03,50.82,,7975.08,23.10,47.33,459,59,,
2026-06-30T10:36:00Z,36,2224216,25.80,53.35,,11873.49,23.18,47.33,459,59,,
2026-06-30T10:37:00Z,37,2284213,24.76,50.35,,11091.13,23.21,47.34,459,59,,
2026-06-30T10:38:00Z,38,2344210,25.11,51.96,,10363.37,23.30,47.32,459,59,,
2026-06-30T10:39:00Z,39,2404209,25.02,52.14,,11427.13,23.38,47.27,459,59,,
2026-06-30T10:40:00Z,40,2464206,24.64,46.77,,11196.71,23.33,47.25,459,59,,
2026-06-30T10:41:00Z,41,2524203,25.14,48.18,,10568.77,23.33,47.25,459,59,,
2026-06-30T10:42:00Z,42,2584201,25.11,48.54,,10471.20,23.39,47.21,459,59,,
2026-06-30T10:43:00Z,43,2644203,24.93,52.31,,11649.12,23.41,47.19,460,59,,
2026-06-30T10:44:00Z,44,2704204,25.16,49.10,,11383.96,23.44,47.21,459,59,,
2026-06-30T10:45:00Z,45,2764207,24.83,51.45,,11119.32,23.45,47.16,460,59,,
2026-06-30T10:46:00Z,46,2824208,25.17,52.52,,11606.95,23.50,47.10,460,59,,
2026-06-30T10:47:00Z,47,2884208,26.31,48.71,,11411.92,23.60,47.08,460,59,,
2026-06-30T10:48:00Z,48,2944205,25.77,50.09,,11649.28,23.62,47.07,460,59,,
2026-06-30T10:49:00Z,49,3004205,25.28,47.44,,12465.64,23.61,47.04,460,59,,
2026-06-30T10:50:00Z,50,3064202,24.53,50.97,,12591.27,23.58,47.01,460,59,,
2026-06-30T10:51:00Z,51,3124199,24.99,46.83,,13295.19,23.59,46.98,460,59,,
2026-06-30T10:52:00Z,52,3184197,25.58,53.14,,12296.82,23.58,46.93,460,59,,
2026-06-30T10:53:00Z,53,3244199,25.85,45.45,,11889.16,23.66,46.90,461,59,,
2026-06-30T10:54:00Z,54,3304200,25.01,52.85,,12329.92,23.59,46.89,461,59,,
2026-06-30T10:55:00Z,55,3364198,25.37,44.42,,10852.82,23.60,46.88,461,59,,
2026-06-30T10:56:00Z,56,3424197,25.47,49.93,,11379.53,23.58,46.84,461,59,,
2026-06-30T10:57:00Z,57,3484200,25.45,52.75,,12905.91,23.54,46.82,461,59,,
2026-06-30T10:58:00Z,58,3544198,25.07,47.84,,11811.37,23.52,46.79,461,59,,
2026-06-30T10:59:00Z,59,3604199,25.73,47.49,,10903.89,23.63,46.78,461,59,,
2026-06-30T11:00:00Z,60,3664197,25.50,49.12,,11867.45,23.67,46.74,461,59,,
2026-06-30T11:01:00Z,61,3724196,25.51,44.87,,11746.18,23.74,46.75,461,59,,
2026-06-30T11:02:00Z,62,3784195,25.23,47.80,,12338.12,23.72,46.77,461,59,,
2026-06-30T11:03:00Z,63,3844192,25.48,53.37,,11712.73,23.77,46.77,461,59,,
2026-06-30T11:04:00Z,64,3904192,25.98,52.85,,12317.08,23.87,46.74,461,59,,
2026-06-30T11:05:00Z,65,3964192,25.32,49.14,,13339.11,23.87,46.70,461,59,,
2026-06-30T11:06:00Z,66,4024190,25.11,47.61,,11200.06,23.88,46.65,461,59,,
2026-06-30T11:07:00Z,67,4084192,25.73,49.42,,12335.26,23.94,46.63,461,59,,
2026-06-30T11:08:00Z,68,4144192,25.57,50.51,,12334.04,23.97,46.60,462,59,,
2026-06-30T11:09:00Z,69,4204194,24.98,47.63,,11355.37,24.02,46.57,462,59,,
2026-06-30T11:10:00Z,70,4264194,25.58,45.34,,11888.50,23.99,46.54,462,59,,
2026-06-30T11:11:00Z,71,4324195,24.70,48.75,,11462.81,23.94,46.52,462,59,,
2026-06-30T11:12:00Z,72,4384195,25.71,47.75,,12136.58,23.92,46.50,462,59,,
2026-06-30T11:13:00Z,73,4444196,25.65,49.04,,12116.22,24.04,46.48,462,59,,
2026-06-30T11:14:00Z,74,4504193,24.89,50.39,,12938.79,24.05,46.46,462,59,,
2026-06-30T11:15:00Z,75,4564196,25.10,48.37,,11782.68,23.97,46.42,462,59,,
2026-06-30T11:16:00Z,76,4624198,24.78,46.07,,11789.36,23.98,46.39,462,59,,
2026-06-30T11:17:00Z,77,4684199,25.33,49.57,,12410.15,24.01,46.39,462,59,,
2026-06-30T11:18:00Z,78,4744196,24.70,45.21,,11488.00,23.97,46.37,462,59,,
2026-06-30T11:19:00Z,79,4804198,25.64,47.95,,13621.43,23.98,46.34,462,59,,
2026-06-30T11:20:00Z,80,4864201,25.64,48.53,,12396.59,24.05,46.32,463,59,,
2026-06-30T11:21:00Z,81,4924198,25.89,47.89,,11332.10,24.06,46.28,463,59,,
2026-06-30T11:22:00Z,82,4984196,25.62,50.62,,13166.02,24.14,46.25,463,59,,
2026-06-30T11:23:00Z,83,5044199,25.05,41.92,,12053.03,24.07,46.21,463,59,,
2026-06-30T11:24:00Z,84,5104200,25.12,48.33,,11253.45,24.06,46.20,463,59,,
2026-06-30T11:25:00Z,85,5164202,25.78,45.98,,12399.47,24.10,46.18,463,59,,
2026-06-30T11:26:00Z,86,5224202,25.71,51.58,,13228.14,24.20,46.13,463,59,,
2026-06-30T11:27:00Z,87,5284199,25.61,47.17,,12760.55,24.16,46.12,463,59,,
2026-06-30T11:28:00Z,88,5344198,25.43,53.27,,13537.93,24.19,46.12,463,59,,
2026-06-30T11:29:00Z,89,5404198,25.34,52.62,,13859.31,24.19,46.11,463,59,,
2026-06-30T11:30:00Z,90,5464199,25.51,49.53,,12560.68,24.27,46.08,463,59,,
2026-06-30T11:31:00Z,91,5524200,25.46,48.56,,13315.04,24.33,46.06,463,59,,
2026-06-30T11:32:00Z,92,5584199,25.76,47.60,,12410.49,24.35,46.07,463,59,,
2026-06-30T11:33:00Z,93,5644199,25.93,48.19,,12678.94,24.28,46.02,464,59,,
2026-06-30T11:34:00Z,94,5704200,25.68,47.89,,13662.07,24.31,46.01,464,59,,
2026-06-30T11:35:00Z,95,5764203,24.87,47.00,,11686.22,24.26,45.96,464,59,,
2026-06-30T11:36:00Z,96,5824202,25.62,49.33,,11889.83,24.30,45.92,464,59,,
2026-06-30T11:37:00Z,97,5884204,25.27,48.54,,10974.36,24.28,45.90,464,59,,
2026-06-30T11:38:00Z,98,5944205,26.06,47.25,,12757.14,24.29,45.89,464,59,,
2026-06-30T11:39:00Z,99,6004206,25.70,48.58,,13415.74,24.30,45.86,464,59,,
2026-06-30T11:40:00Z,100,6064206,25.24,46.32,,11995.18,24.29,45.84,464,59,,
2026-06-30T11:41:00Z,101,6124203,25.65,42.93,,13531.82,24.31,45.85,464,59,,
2026-06-30T11:42:00Z,102,6184200,25.60,50.98,,12477.29,24.27,45.85,464,59,,
2026-06-30T11:43:00Z,103,6244202,25.86,44.57,,11999.25,24.28,45.84,464,59,,
2026-06-30T11:44:00Z,104,6304200,25.53,47.42,,12301.37,24.31,45.84,464,59,,
2026-06-30T11:45:00Z,105,6364198,25.64,45.47,,13501.39,24.31,45.82,464,59,,
2026-06-30T11:46:00Z,106,6424199,26.11,49.00,,13306.80,24.34,45.83,464,59,,
2026-06-30T11:47:00Z,107,6484197,25.82,50.22,,13249.25,24.36,45.81,464,59,,
2026-06-30T11:48:00Z,108,6544194,25.35,47.12,,12919.36,24.45,45.81,464,59,,
2026-06-30T11:49:00Z,109,6604197,25.60,47.61,,12369.62,24.37,45.80,464,59,,
2026-06-30T11:50:00Z,110,6664199,25.77,49.18,,14308.65,24.26,45.77,464,59,,
2026-06-30T11:51:00Z,111,6724197,25.72,50.56,,11610.47,24.19,45.75,464,59,,
2026-06-30T11:52:00Z,112,6784194,25.63,44.48,,12948.12,24.20,45.73,465,59,,
2026-06-30T11:53:00Z,113,6844196,25.83,43.74,,13015.40,24.19,45.73,465,59,,
2026-06-30T11:54:00Z,114,6904196,25.67,44.98,,12984.11,24.23,45.69,465,59,,
2026-06-30T11:55:00Z,115,6964199,25.54,45.25,,13325.64,24.26,45.64,465,59,,
2026-06-30T11:56:00Z,116,7024200,26.00,45.31,,12035.49,24.32,45.60,465,59,,
2026-06-30T11:57:00Z,117,7084200,26.04,45.92,,15084.92,24.35,45.54,465,59,,
2026-06-30T11:58:00Z,118,7144198,25.46,44.03,,12998.45,24.34,45.52,465,59,,
2026-06-30T11:59:00Z,119,7204196,25.74,44.35,,14068.06,24.38,45.48,465,59,,
2026-06-30T12:00:00Z,120,7264196,25.55,50.48,,13460.34,24.36,45.45,465,59,,
2026-06-30T12:01:00Z,121,7324195,25.75,46.30,,14476.92,24.45,45.43,466,59,,
2026-06-30T12:02:00Z,122,7384192,25.90,44.28,,14164.05,24.49,45.39,466,59,,
2026-06-30T12:03:00Z,123,7444193,26.03,50.87,,13987.76,24.47,45.36,466,59,,
2026-06-30T12:04:00Z,124,7504195,25.32,50.98,,13482.89,24.39,45.30,466,59,,
2026-06-30T12:05:00Z,125,7564193,25.81,47.01,,12488.83,24.40,45.26,466,59,,
2026-06-30T12:06:00Z,126,7624191,25.68,46.12,,14233.94,24.46,45.23,466,59,,
2026-06-30T12:07:00Z,127,7684191,25.33,48.95,,13595.06,24.35,45.24,466,59,,
2026-06-30T12:08:00Z,128,7744190,25.52,47.28,,13608.02,24.38,45.23,466,59,,
2026-06-30T12:09:00Z,129,7804193,25.35,44.67,,12567.54,24.39,45.20,466,59,,
2026-06-30T12:10:00Z,130,7864191,25.34,44.83,,11200.86,24.41,45.19,466,59,,
2026-06-30T12:11:00Z,131,7924193,25.44,45.66,,12595.60,24.37,45.14,467,59,,
2026-06-30T12:12:00Z,132,7984194,26.08,50.20,,12926.69,24.36,45.10,467,59,,
2026-06-30T12:13:00Z,133,8044197,25.82,45.64,,13553.98,24.35,45.04,467,59,,
2026-06-30T12:14:00Z,134,8104199,25.76,50.60,,12447.96,24.41,45.03,467,59,,
2026-06-30T12:15:00Z,135,8164199,25.25,49.88,,13783.98,24.38,44.98,467,59,,
2026-06-30T12:16:00Z,136,8224201,25.29,49.78,,12892.89,24.35,44.98,467,59,,
2026-06-30T12:17:00Z,137,8284198,25.83,46.07,,12794.10,24.42,45.00,467,59,,
2026-06-30T12:18:00Z,138,8344196,25.45,46.50,,13833.77,24.39,44.99,467,59,,
2026-06-30T12:19:00Z,139,8404194,25.84,46.04,,13677.76,24.41,44.96,467,59,,
2026-06-30T12:20:00Z,140,8464196,25.18,48.62,,13442.85,24.37,44.92,467,59,,
2026-06-30T12:21:00Z,141,8524199,25.64,47.35,,12380.43,24.38,44.87,467,59,,
2026-06-30T12:22:00Z,142,8584200,25.91,52.27,,11511.70,24.44,44.84,468,59,,
2026-06-30T12:23:00Z,143,8644197,25.12,45.19,,12701.65,24.49,44.86,467,59,,
2026-06-30T12:24:00Z,144,8704194,25.91,46.98,,11690.52,24.48,44.86,467,59,,
2026-06-30T12:25:00Z,145,8764196,25.76,47.59,,12574.80,24.48,44.84,468,59,,
2026-06-30T12:26:00Z,146,8824198,25.84,45.18,,13415.49,24.51,44.84,468,59,,
2026-06-30T12:27:00Z,147,8884196,25.32,45.60,,13642.12,24.53,44.82,468,59,,
2026-06-30T12:28:00Z,148,8944195,26.25,45.45,,14460.70,24.53,44.79,468,59,,
2026-06-30T12:29:00Z,149,9004198,25.66,48.27,,13125.14,24.55,44.78,468,59,,
2026-06-30T12:30:00Z,150,9064200,26.19,46.18,,13408.11,24.54,44.76,468,59,,
2026-06-30T12:31:00Z,151,9124199,26.07,47.81,,14838.10,24.50,44.75,468,59,,
2026-06-30T12:32:00Z,152,9184197,26.51,49.15,,14726.75,24.54,44.70,468,59,,
2026-06-30T12:33:00Z,153,9244200,26.01,46.95,,12499.57,24.59,44.72,468,59,,
2026-06-30T12:34:00Z,154,9304198,25.40,44.90,,13727.32,24.59,44.73,468,59,,
2026-06-30T12:35:00Z,155,9364198,25.63,42.78,,14887.87,24.58,44.71,468,59,,
2026-06-30T12:36:00Z,156,9424198,25.62,43.86,,13508.31,24.54,44.69,468,59,,
2026-06-30T12:37:00Z,157,9484198,25.90,43.95,,13221.37,24.53,44.67,468,59,,
2026-06-30T12:38:00Z,158,9544200,25.65,50.28,,11562.27,24.44,44.66,468,59,,
2026-06-30T12:39:00Z,159,9604197,25.81,46.07,,13031.93,24.47,44.64,468,59,,
2026-06-30T12:40:00Z,160,9664200,25.86,45.67,,13866.77,24.47,44.62,468,59,,
2026-06-30T12:41:00Z,161,9724200,26.22,45.28,,13081.41,24.51,44.62,468,59,,
2026-06-30T12:42:00Z,162,9784201,25.86,46.02,,13350.69,24.61,44.57,468,59,,
2026-06-30T12:43:00Z,163,9844198,25.76,42.99,,13948.57,24.60,44.56,468,59,,
2026-06-30T12:44:00Z,164,9904198,25.73,48.69,,14316.36,24.57,44.56,468,59,,
2026-06-30T12:45:00Z,165,9964197,25.52,43.59,,13405.56,24.44,44.55,469,59,,
2026-06-30T12:46:00Z,166,10024197,25.85,45.37,,13519.63,24.42,44.52,469,59,,
2026-06-30T12:47:00Z,167,10084194,25.77,48.25,,14328.59,24.56,44.48,469,59,,
2026-06-30T12:48:00Z,168,10144193,26.13,47.41,,14424.52,24.53,44.44,469,59,,
2026-06-30T12:49:00Z,169,10204195,25.64,47.69,,14352.60,24.50,44.40,469,59,,
2026-06-30T12:50:00Z,170,10264195,26.60,45.61,,14665.34,24.54,44.41,469,59,,
2026-06-30T12:51:00Z,171,10324193,25.82,47.83,,13707.81,24.51,44.40,469,59,,
2026-06-30T12:52:00Z,172,10384194,25.85,47.02,,12668.21,24.52,44.33,469,59,,
2026-06-30T12:53:00Z,173,10444195,25.92,48.82,,13169.89,24.53,44.31,469,59,,
2026-06-30T12:54:00Z,174,10504194,25.63,45.17,,14619.77,24.54,44.25,470,59,,
2026-06-30T12:55:00Z,175,10564195,25.67,45.09,,13022.57,24.47,44.22,470,59,,
2026-06-30T12:56:00Z,176,10624193,26.13,42.74,,13150.35,24.50,44.21,470,59,,
2026-06-30T12:57:00Z,177,10684191,25.86,46.89,,13088.79,24.48,44.14,470,59,,
2026-06-30T12:58:00Z,178,10744191,26.08,45.90,,13218.91,24.52,44.16,470,59,,
2026-06-30T12:59:00Z,179,10804194,25.76,47.66,,14639.96,24.54,44.11,470,59,,
2026-06-30T13:00:00Z,180,10864193,25.91,48.61,,15041.57,24.56,44.11,470,59,,
2026-06-30T13:01:00Z,181,10924196,26.08,44.02,,15216.70,24.56,44.11,470,59,,
2026-06-30T13:02:00Z,182,10984193,25.76,47.95,,13891.60,24.53,44.10,470,59,,
2026-06-30T13:03:00Z,183,11044196,26.26,43.39,,13990.43,24.59,44.08,470,59,,
2026-06-30T13:04:00Z,184,11104198,26.03,43.15,,13667.46,24.64,44.04,470,59,,
2026-06-30T13:05:00Z,185,11164195,25.49,46.59,,13713.84,24.64,44.04,470,59,,
2026-06-30T13:06:00Z,186,11224192,25.60,48.72,,14241.67,24.62,44.00,470,59,,
2026-06-30T13:07:00Z,187,11284194,26.11,43.29,,13304.71,24.65,43.97,471,59,,
2026-06-30T13:08:00Z,188,11344196,26.44,50.20,,13457.43,24.60,43.95,471,59,,
2026-06-30T13:09:00Z,189,11404196,25.80,44.45,,14306.11,24.68,43.92,471,59,,
2026-06-30T13:10:00Z,190,11464197,26.04,44.73,,15050.47,24.66,43.89,471,59,,
2026-06-30T13:11:00Z,191,11524197,25.60,45.75,,13617.10,24.66,43.85,471,59,,
2026-06-30T13:12:00Z,192,11584198,25.47,42.97,,13983.58,24.66,43.83,471,59,,
2026-06-30T13:13:00Z,193,11644200,26.66,44.20,,13332.57,24.67,43.84,471,59,,
2026-06-30T13:14:00Z,194,11704200,25.39,49.23,,15362.66,24.72,43.82,471,59,,
2026-06-30T13:15:00Z,195,11764197,26.45,47.56,,13289.44,24.76,43.81,471,59,,
2026-06-30T13:16:00Z,196,11824195,25.56,46.53,,14078.77,24.75,43.78,471,59,,
2026-06-30T13:17:00Z,197,11884194,25.40,45.73,,14037.43,24.69,43.78,471,59,,
2026-06-30T13:18:00Z,198,11944193,25.92,48.37,,13419.28,24.72,43.75,471,59,,
2026-06-30T13:19:00Z,199,12004193,26.19,46.33,,14019.83,24.76,43.74,471,59,,
2026-06-30T13:20:00Z,200,12064190,26.18,45.79,,14022.53,24.82,43.72,471,59,,
2026-06-30T13:21:00Z,201,12124191,26.03,42.87,,15129.25,24.85,43.71,471,59,,
2026-06-30T13:22:00Z,202,12184193,25.55,45.75,,13694.41,24.80,43.71,471,59,,
2026-06-30T13:23:00Z,203,12244190,26.23,47.44,,13488.65,24.85,43.70,471,59,,
2026-06-30T13:24:00Z,204,12304192,25.60,47.62,,12782.99,24.81,43.69,471,59,,
2026-06-30T13:25:00Z,205,12364190,25.99,47.65,,15199.92,24.76,43.63,472,59,,
2026-06-30T13:26:00Z,206,12424191,25.52,45.78,,13097.57,24.73,43.59,472,59,,
2026-06-30T13:27:00Z,207,12484190,26.09,46.22,,15959.61,24.72,43.59,472,59,,
2026-06-30T13:28:00Z,208,12544192,25.98,45.70,,13979.94,24.70,43.58,472,59,,
2026-06-30T13:29:00Z,209,12604195,25.97,48.28,,13640.42,24.71,43.61,472,59,,
2026-06-30T13:30:00Z,210,12664194,26.09,46.78,,13143.12,24.73,43.60,472,59,,
2026-06-30T13:31:00Z,211,12724196,26.57,48.06,,14327.86,24.74,43.57,472,59,,
2026-06-30T13:32:00Z,212,12784198,25.97,44.14,,14699.17,24.71,43.55,472,59,,
2026-06-30T13:33:00Z,213,12844198,25.91,44.91,,13420.58,24.68,43.53,472,59,,
2026-06-30T13:34:00Z,214,12904195,25.78,43.88,,14571.40,,43.51,472,51,,
2026-06-30T13:35:00Z,215,12964197,26.29,45.66,,14213.76,24.80,43.50,472,59,,
2026-06-30T13:36:00Z,216,13024198,26.61,46.94,,13579.63,24.83,43.44,472,59,,
2026-06-30T13:37:00Z,217,13084195,26.18,47.94,,14705.09,24.83,43.43,472,59,,
2026-06-30T13:38:00Z,218,13144194,25.88,49.97,,14564.99,24.78,43.40,472,59,,
2026-06-30T13:39:00Z,219,13204195,26.82,45.73,,11293.35,24.84,43.35,473,59,,
2026-06-30T13:40:00Z,220,13264193,26.24,43.93,,14703.89,24.81,43.32,473,59,,
2026-06-30T13:41:00Z,221,13324193,26.07,43.26,,14011.63,24.83,43.29,473,59,,
2026-06-30T13:42:00Z,222,13384191,26.49,46.11,,14864.36,24.81,43.25,473,59,,
2026-06-30T13:43:00Z,223,13444193,26.31,47.67,,14035.84,24.88,43.22,473,59,,
2026-06-30T13:44:00Z,224,13504194,25.85,48.12,,14900.04,24.92,43.18,473,59,,
2026-06-30T13:45:00Z,225,13564192,25.90,45.79,,12940.05,24.90,43.14,473,59,,
2026-06-30T13:46:00Z,226,13624190,26.15,45.34,,12892.14,24.92,43.12,473,59,,
2026-06-30T13:47:00Z,227,13684193,26.10,46.98,,12657.98,24.91,43.11,473,59,,
2026-06-30T13:48:00Z,228,13744191,25.71,40.43,,14775.44,24.89,43.06,474,59,,
2026-06-30T13:49:00Z,229,13804192,26.20,48.01,,14794.99,24.92,43.04,474,59,,
2026-06-30T13:50:00Z,230,13864195,26.35,46.91,,15614.06,24.84,43.03,474,59,,
2026-06-30T13:51:00Z,231,13924192,26.20,45.17,,14974.05,24.79,42.98,474,59,,
2026-06-30T13:52:00Z,232,13984193,25.91,48.77,,13608.10,24.80,42.96,474,59,,
2026-06-30T13:53:00Z,233,14044190,26.12,45.18,,13147.70,24.86,42.95,474,59,,
2026-06-30T13:54:00Z,234,14104187,26.48,45.11,,14490.71,24.88,42.93,474,59,,
2026-06-30T13:55:00Z,235,14164189,26.05,46.49,,15235.01,24.91,42.91,474,59,,
2026-06-30T13:56:00Z,236,14224190,25.24,47.86,,13554.09,24.86,42.90,474,59,,
2026-06-30T13:57:00Z,237,14284193,26.74,47.11,,14190.25,24.92,42.85,474,59,,
2026-06-30T13:58:00Z,238,14344194,25.90,47.24,,13992.31,24.94,42.85,474,59,,
2026-06-30T13:59:00Z,239,14404194,25.84,47.02,,14036.19,24.93,42.82,474,59,,
2026-06-30T14:00:00Z,240,14464194,26.41,44.17,,12887.26,24.97,42.81,474,59,,
2026-06-30T14:01:00Z,241,14524194,26.31,45.29,,14129.39,25.02,42.80,474,59,,
2026-06-30T14:02:00Z,242,14584194,26.03,44.35,,13926.78,25.01,42.78,475,59,,
2026-06-30T14:03:00Z,243,14644195,26.15,46.14,,14368.81,25.04,42.78,475,59,,
2026-06-30T14:04:00Z,244,14704197,25.36,48.14,,13988.18,24.89,42.79,475,59,,
2026-06-30T14:05:00Z,245,14764200,25.76,44.79,,13418.25,24.85,42.80,474,59,,
2026-06-30T14:06:00Z,246,14824199,25.65,46.42,,15243.56,24.82,42.79,475,59,,
2026-06-30T14:07:00Z,247,14884198,25.76,45.29,,12721.34,24.84,42.73,475,59,,
2026-06-30T14:08:00Z,248,14944200,26.04,49.06,,13877.73,24.82,42.70,475,59,,
2026-06-30T14:09:00Z,249,15004201,25.87,45.07,,13716.53,24.73,42.69,475,59,,
2026-06-30T14:10:00Z,250,15064203,25.83,46.83,,13604.90,24.71,42.68,475,59,,
2026-06-30T14:11:00Z,251,15124201,25.62,47.42,,13409.38,24.69,42.68,475,59,,
2026-06-30T14:12:00Z,252,15184200,25.67,45.33,,13500.08,24.74,42.67,475,59,,
2026-06-30T14:13:00Z,253,15244197,26.36,45.77,,13854.49,24.72,42.61,475,59,,
2026-06-30T14:14:00Z,254,15304195,25.42,44.81,,15368.14,24.67,42.57,475,59,,
2026-06-30T14:15:00Z,255,15364196,26.36,45.87,,14008.86,24.66,42.54,475,59,,
2026-06-30T14:16:00Z,256,15424195,25.60,45.00,,15017.30,24.66,42.56,475,59,,
2026-06-30T14:17:00Z,257,15484192,25.94,45.60,,13415.61,24.62,42.53,475,59,,
2026-06-30T14:18:00Z,258,15544189,26.03,45.52,,13223.00,24.60,42.47,476,59,,
2026-06-30T14:19:00Z,259,15604190,25.77,46.86,,14741.42,24.57,42.45,476,59,,
2026-06-30T14:20:00Z,260,15664192,26.29,47.80,,13232.47,24.59,42.43,476,59,,
2026-06-30T14:21:00Z,261,15724189,26.04,52.31,,12969.97,24.59,42.39,476,59,,
2026-06-30T14:22:00Z,262,15784190,25.45,42.63,,14933.02,24.55,42.32,476,59,,
2026-06-30T14:23:00Z,263,15844191,25.95,42.49,,13500.82,24.66,42.29,476,59,,
2026-06-30T14:24:00Z,264,15904190,26.01,46.69,,14981.16,24.69,42.24,476,59,,
2026-06-30T14:25:00Z,265,15964188,25.87,47.37,,11763.26,24.72,42.18,477,59,,
2026-06-30T14:26:00Z,266,16024185,25.70,49.39,,14764.86,24.75,42.17,477,59,,
2026-06-30T14:27:00Z,267,16084186,25.63,50.05,,11846.10,24.70,42.15,477,59,,
2026-06-30T14:28:00Z,268,16144189,25.70,44.39,,15270.48,24.71,42.16,477,59,,
2026-06-30T14:29:00Z,269,16204187,25.55,44.40,,14157.13,24.69,42.12,477,59,,
2026-06-30T14:30:00Z,270,16264188,25.34,50.53,,13906.77,24.69,42.06,477,59,,
2026-06-30T14:31:00Z,271,16324190,25.61,47.31,,15112.24,24.62,42.04,477,59,,
2026-06-30T14:32:00Z,272,16384187,25.94,47.63,,14470.07,24.57,42.05,477,59,,
