# SYNTHETIC — generated by tools/make_bench_capture.py, NOT measured. Do not report as collected data.
# terrabyte dataset logger, NOT production firmware; node=pot-02 logger=dataset-logger-0.1.0-BENCH-ONLY interval_ms=60000
# validity bits: 1=air_t 2=rh 4=ppfd 8=soil_t 16=soil_moist 32=lux
# generator_seed=20268733 days=45 drying_scale=0.996 absorption_per_ml=0.420 thirst_threshold=19.0
captured_at_utc,sequence,uptime_ms,air_temperature_c,relative_humidity_pct,ppfd_umol_m2_s,illuminance_lux,soil_temperature_c,soil_moisture_pct,soil_moisture_raw_adc,validity,event,event_ml
2026-06-30T12:13:00Z,133,8044203,26.04,49.46,,13489.39,24.47,45.89,464,59,,
2026-06-30T12:14:00Z,134,8104206,26.30,45.59,,12256.20,24.52,45.88,464,59,,
2026-06-30T12:15:00Z,135,8164203,25.89,45.12,,12542.99,24.52,45.86,464,59,,
2026-06-30T12:16:00Z,136,8224204,25.57,44.05,,12296.51,24.50,45.84,464,59,,
2026-06-30T12:17:00Z,137,8284203,25.50,48.69,,13650.11,24.48,45.82,464,59,,
2026-06-30T12:18:00Z,138,8344206,25.99,47.07,,12986.49,24.49,45.80,464,59,,
2026-06-30T12:19:00Z,139,8404207,26.17,51.56,,12494.94,24.51,45.79,464,59,,
2026-06-30T12:20:00Z,140,8464204,25.98,47.35,,14054.86,24.52,45.76,464,59,,
2026-06-30T12:21:00Z,141,8524202,25.98,46.68,,13241.26,24.62,45.74,464,59,,
2026-06-30T12:22:00Z,142,8584201,25.73,49.00,,11553.28,24.62,45.73,465,59,,
2026-06-30T12:23:00Z,143,8644200,26.36,48.95,,14198.75,24.72,45.67,465,59,,
2026-06-30T12:24:00Z,144,8704199,26.42,46.53,,14561.01,24.76,45.65,465,59,,
2026-06-30T12:25:00Z,145,8764196,25.94,44.87,,12467.64,24.77,45.61,465,59,,
2026-06-30T12:26:00Z,146,8824198,25.10,47.72,,13011.78,24.78,45.57,465,59,,
2026-06-30T12:27:00Z,147,8884198,25.35,48.15,,13928.53,24.69,45.57,465,59,,
2026-06-30T12:28:00Z,148,8944196,25.55,43.19,,13232.10,24.64,45.54,465,59,,
2026-06-30T12:29:00Z,149,9004194,26.08,45.64,,13898.69,24.72,45.52,465,59,,
2026-06-30T12:30:00Z,150,9064191,25.72,46.97,,13651.96,24.73,45.53,465,59,,
2026-06-30T12:31:00Z,151,9124193,26.16,44.93,,12932.62,24.76,45.48,465,59,,
2026-06-30T12:32:00Z,152,9184195,26.27,45.96,,13808.32,24.80,45.49,465,59,,
2026-06-30T12:33:00Z,153,9244198,26.16,46.34,,13224.70,24.81,45.50,465,59,,
2026-06-30T12:34:00Z,154,9304201,25.30,45.68,,12322.05,24.81,45.47,465,59,,
2026-06-30T12:35:00Z,155,9364199,26.14,43.19,,12798.38,24.78,45.47,465,59,,
2026-06-30T12:36:00Z,156,9424200,25.81,46.63,,14279.60,24.79,45.49,465,59,,
2026-06-30T12:37:00Z,157,9484197,25.94,50.46,,12978.30,24.86,45.47,465,59,,
2026-06-30T12:38:00Z,158,9544194,26.00,44.30,,12834.73,24.81,45.45,465,59,,
2026-06-30T12:39:00Z,159,9604196,25.75,45.16,,14250.02,24.75,45.42,466,59,,
2026-06-30T12:40:00Z,160,9664196,25.93,47.78,,14750.92,24.69,45.44,465,59,,
2026-06-30T12:41:00Z,161,9724197,25.71,45.40,,13564.49,24.70,45.41,466,59,,
2026-06-30T12:42:00Z,162,9784199,25.54,49.12,,13565.27,24.64,45.37,466,59,,
2026-06-30T12:43:00Z,163,9844199,26.20,49.42,,13364.52,24.66,45.34,466,59,,
2026-06-30T12:44:00Z,164,9904197,26.96,46.66,,13829.87,24.77,45.29,466,59,,
2026-06-30T12:45:00Z,165,9964195,26.06,42.67,,13462.28,24.68,45.26,466,59,,
2026-06-30T12:46:00Z,166,10024192,26.19,48.54,,14284.28,24.75,45.22,466,59,,
2026-06-30T12:47:00Z,167,10084194,26.20,42.82,,14675.49,24.77,45.21,466,59,,
2026-06-30T12:48:00Z,168,10144192,26.02,50.17,,12987.92,24.80,,466,43,,
2026-06-30T12:49:00Z,169,10204189,25.29,44.71,,14411.33,24.71,45.19,466,59,,
2026-06-30T12:50:00Z,170,10264191,25.98,45.26,,12234.39,24.72,45.18,466,59,,
2026-06-30T12:51:00Z,171,10324194,25.82,45.96,,14952.91,24.69,45.19,466,59,,
2026-06-30T12:52:00Z,172,10384195,26.17,44.68,,13609.18,24.63,45.19,466,59,,
2026-06-30T12:53:00Z,173,10444192,25.74,48.33,,13788.56,24.55,45.18,466,59,,
2026-06-30T12:54:00Z,174,10504193,26.08,45.59,,13463.06,24.56,45.14,467,59,,
2026-06-30T12:55:00Z,175,10564191,25.86,49.12,,13475.02,24.62,45.11,467,59,,
2026-06-30T12:56:00Z,176,10624191,25.94,45.36,,13415.55,24.59,45.12,467,59,,
2026-06-30T12:57:00Z,177,10684193,25.56,45.54,,13497.33,24.58,45.10,467,59,,
2026-06-30T12:58:00Z,178,10744190,26.15,43.24,,14529.69,24.68,45.10,467,59,,
2026-06-30T12:59:00Z,179,10804187,25.98,45.66,,14300.43,24.70,45.09,467,59,,
2026-06-30T13:00:00Z,180,10864190,25.96,43.01,,12968.39,24.77,45.07,467,59,,
2026-06-30T13:01:00Z,181,10924189,26.00,46.44,,13533.61,24.91,45.05,467,59,,
2026-06-30T13:02:00Z,182,10984191,26.16,46.97,,13193.80,24.89,45.02,467,59,,
2026-06-30T13:03:00Z,183,11044191,26.21,46.26,,13782.13,24.91,45.01,467,59,,
2026-06-30T13:04:00Z,184,11104193,25.91,43.72,,13670.15,24.93,44.95,467,59,,
2026-06-30T13:05:00Z,185,11164191,25.44,47.06,,14478.01,24.92,44.93,467,59,,
2026-06-30T13:06:00Z,186,11224191,25.74,42.99,,14188.62,24.90,44.89,467,59,,
2026-06-30T13:07:00Z,187,11284193,25.71,46.97,,14012.42,24.88,44.84,468,59,,
2026-06-30T13:08:00Z,188,11344191,26.05,50.05,,14253.11,24.85,44.80,468,59,,
2026-06-30T13:09:00Z,189,11404189,25.07,45.18,,12557.01,24.76,44.80,468,59,,
2026-06-30T13:10:00Z,190,11464189,25.52,50.68,,14322.39,24.70,44.81,468,59,,
2026-06-30T13:11:00Z,191,11524187,25.60,42.58,,14482.83,24.68,44.82,468,59,,
2026-06-30T13:12:00Z,192,11584189,25.27,46.58,,14402.73,24.72,44.79,468,59,,
2026-06-30T13:13:00Z,193,11644187,25.89,48.68,,14537.51,24.72,44.81,468,59,,
2026-06-30T13:14:00Z,194,11704186,25.81,46.35,,12838.61,24.72,44.82,468,59,,
2026-06-30T13:15:00Z,195,11764187,25.78,44.86,,14143.63,24.66,44.82,468,59,,
2026-06-30T13:16:00Z,196,11824184,25.35,44.38,,12699.87,24.68,44.78,468,59,,
2026-06-30T13:17:00Z,197,11884187,26.27,45.12,,13216.90,24.69,44.78,468,59,,
2026-06-30T13:18:00Z,198,11944184,26.09,49.31,,13856.53,24.69,44.76,468,59,,
2026-06-30T13:19:00Z,199,12004186,26.34,45.25,,16297.89,24.70,44.76,468,59,,
2026-06-30T13:20:00Z,200,12064186,26.05,46.39,,14388.27,24.66,44.73,468,59,,
2026-06-30T13:21:00Z,201,12124186,25.88,47.64,,13137.58,24.61,44.70,468,59,,
2026-06-30T13:22:00Z,202,12184188,26.37,44.48,,13207.30,24.69,44.65,468,59,,
2026-06-30T13:23:00Z,203,12244187,25.95,48.13,,13252.17,24.64,44.61,468,59,,
2026-06-30T13:24:00Z,204,12304184,25.54,47.70,,12867.25,24.64,44.63,468,59,,
2026-06-30T13:25:00Z,205,12364187,25.96,48.71,,14518.18,24.64,44.63,468,59,,
2026-06-30T13:26:00Z,206,12424190,26.17,47.74,,14436.96,24.66,44.63,468,59,,
2026-06-30T13:27:00Z,207,12484187,26.28,49.17,,14692.26,24.78,44.62,468,59,,
2026-06-30T13:28:00Z,208,12544190,25.81,46.87,,13035.22,24.77,44.60,468,59,,
2026-06-30T13:29:00Z,209,12604187,26.02,52.44,,15583.89,24.74,44.60,468,59,,
2026-06-30T13:30:00Z,210,12664187,26.12,46.36,,13223.15,24.79,44.64,468,59,,
2026-06-30T13:31:00Z,211,12724187,26.03,49.73,,14204.02,24.73,44.61,468,59,,
2026-06-30T13:32:00Z,212,12784188,25.92,48.10,,13722.27,24.73,44.60,468,59,,
2026-06-30T13:33:00Z,213,12844191,26.07,44.40,,13947.68,24.71,44.57,468,59,,
2026-06-30T13:34:00Z,214,12904193,25.61,43.72,,14265.54,24.69,44.54,469,59,,
2026-06-30T13:35:00Z,215,12964193,26.74,46.92,,14093.65,24.76,44.47,469,59,,
2026-06-30T13:36:00Z,216,13024196,26.26,46.40,,14906.49,24.81,44.46,469,59,,
2026-06-30T13:37:00Z,217,13084197,26.17,43.42,,14093.60,24.78,44.40,469,59,,
2026-06-30T13:38:00Z,218,13144199,25.82,45.85,,14752.87,24.68,44.37,469,59,,
2026-06-30T13:39:00Z,219,13204197,26.04,45.96,,14620.83,24.63,44.37,469,59,,
2026-06-30T13:40:00Z,220,13264197,25.87,50.33,,14174.95,24.69,44.36,469,59,,
2026-06-30T13:41:00Z,221,13324194,26.70,49.71,,14604.17,24.69,44.33,469,59,,
2026-06-30T13:42:00Z,222,13384193,25.83,46.29,,14915.18,24.74,44.33,469,59,,
2026-06-30T13:43:00Z,223,13444191,26.55,43.64,,14859.82,24.69,44.32,469,59,,
2026-06-30T13:44:00Z,224,13504192,25.49,46.32,,14671.13,24.65,44.31,469,59,,
2026-06-30T13:45:00Z,225,13564192,25.89,42.83,,13334.51,24.65,44.30,469,59,,
2026-06-30T13:46:00Z,226,13624193,26.08,49.16,,12672.01,24.72,44.28,469,59,,
2026-06-30T13:47:00Z,227,13684193,25.97,46.21,,13338.78,24.70,44.26,470,59,,
2026-06-30T13:48:00Z,228,13744194,25.68,42.58,,14153.25,24.77,44.26,470,59,,
2026-06-30T13:49:00Z,229,13804196,26.09,44.54,,14184.04,24.80,44.20,470,59,,
2026-06-30T13:50:00Z,230,13864194,26.36,44.10,,13560.63,24.79,44.15,470,59,,
2026-06-30T13:51:00Z,231,13924197,26.15,47.00,,14219.68,24.77,44.16,470,59,,
2026-06-30T13:52:00Z,232,13984197,26.24,46.59,,15036.37,24.75,44.13,470,59,,
2026-06-30T13:53:00Z,233,14044198,25.58,49.45,,13147.38,24.72,44.13,470,59,,
2026-06-30T13:54:00Z,234,14104196,26.12,48.50,,12233.60,24.73,44.12,470,59,,
2026-06-30T13:55:00Z,235,14164196,25.56,45.76,,14300.14,24.76,44.07,470,59,,
2026-06-30T13:56:00Z,236,14224195,26.08,45.32,,14273.30,24.71,44.08,470,59,,
2026-06-30T13:57:00Z,237,14284197,26.40,47.33,,15011.31,24.72,44.07,470,59,,
2026-06-30T13:58:00Z,238,14344199,26.05,47.57,,13377.46,24.77,44.05,470,59,,
2026-06-30T13:59:00Z,239,14404200,26.44,38.20,,14259.44,24.86,44.05,470,59,,
2026-06-30T14:00:00Z,240,14464201,26.73,47.60,,12378.23,24.88,44.04,470,59,,
2026-06-30T14:01:00Z,241,14524200,26.10,47.45,,13092.38,24.89,44.05,470,59,,
2026-06-30T14:02:00Z,242,14584200,25.07,44.71,,14484.67,24.78,44.05,470,59,,
2026-06-30T14:03:00Z,243,14644198,26.28,48.27,,14955.52,24.75,44.05,470,59,,
2026-06-30T14:04:00Z,244,14704197,26.56,45.21,,15243.40,24.79,44.06,470,59,,
2026-06-30T14:05:00Z,245,14764197,26.28,46.12,,13501.66,24.79,44.04,470,59,,
2026-06-30T14:06:00Z,246,14824199,26.48,48.90,,13909.55,24.86,44.01,470,59,,
2026-06-30T14:07:00Z,247,14884197,25.53,46.67,,13425.11,24.83,43.98,470,59,,
2026-06-30T14:08:00Z,248,14944197,26.16,52.06,,14357.01,24.87,43.95,471,59,,
2026-06-30T14:09:00Z,249,15004196,25.13,46.19,,15385.85,24.76,43.92,471,59,,
2026-06-30T14:10:00Z,250,15064195,25.84,43.01,,14962.07,24.78,43.91,471,59,,
2026-06-30T14:11:00Z,251,15124194,26.14,45.15,,14435.20,24.74,43.86,471,59,,
2026-06-30T14:12:00Z,252,15184197,26.27,44.67,,13769.99,24.78,43.85,471,59,,
2026-06-30T14:13:00Z,253,15244194,26.07,47.32,,12278.67,24.79,43.83,471,59,,
2026-06-30T14:14:00Z,254,15304191,26.36,48.76,,13352.36,24.76,43.79,471,59,,
2026-06-30T14:15:00Z,255,15364190,26.07,49.32,,14574.95,24.72,43.76,471,59,,
2026-06-30T14:16:00Z,256,15424192,26.32,41.82,,13462.77,24.73,43.75,471,59,,
2026-06-30T14:17:00Z,257,15484194,26.15,47.02,,14162.87,24.72,43.72,471,59,,
2026-06-30T14:18:00Z,258,15544197,26.50,45.72,,13936.89,24.71,43.73,471,59,,
2026-06-30T14:19:00Z,259,15604196,25.50,45.44,,14936.16,24.75,43.71,471,59,,
2026-06-30T14:20:00Z,260,15664198,26.10,47.54,,13349.46,24.71,43.67,472,59,,
2026-06-30T14:21:00Z,261,15724198,25.44,42.26,,15282.80,24.75,43.58,472,59,,
2026-06-30T14:22:00Z,262,15784200,25.93,45.25,,12714.60,24.76,43.56,472,59,,
2026-06-30T14:23:00Z,263,15844199,25.21,46.85,,14312.76,24.71,43.52,472,59,,
2026-06-30T14:24:00Z,264,15904199,26.12,43.44,,12890.65,24.71,43.47,472,59,,
2026-06-30T14:25:00Z,265,15964197,25.99,46.20,,14603.75,24.68,43.47,472,59,,
2026-06-30T14:26:00Z,266,16024197,26.52,49.66,,14177.78,24.72,43.45,472,59,,
2026-06-30T14:27:00Z,267,16084196,26.46,43.85,,14012.12,24.75,43.45,472,59,,
2026-06-30T14:28:00Z,268,16144196,26.32,49.20,,13560.45,24.75,43.43,472,59,,
2026-06-30T14:29:00Z,269,16204199,25.96,45.04,,12818.31,24.74,43.41,472,59,,
2026-06-30T14:30:00Z,270,16264196,25.79,42.61,,15384.95,24.64,43.40,472,59,,
2026-06-30T14:31:00Z,271,16324194,25.97,46.89,,13939.22,24.58,43.36,473,59,,
2026-06-30T14:32:00Z,272,16384193,26.58,47.15,,13941.38,24.60,43.30,473,59,,
2026-06-30T14:33:00Z,273,16444192,26.08,46.47,,13937.89,24.60,43.28,473,59,,
